dialogue_id,gender,tipi,rater1,rater2,rater3,rater4,rater5,rater6,r1,r2,r3,r4,r5,r6,filtered_rater1,filtered_rater2,filtered_rater3,filtered_rater4,filtered_rater5,filtered_r1,filtered_r2,filtered_r3,filtered_r4,filtered_r5
Ses01M_impro07,m,c,5.5,6,4.5,5,6,3,1,1,1,1,1,2,5.5,6,4.5,5,6,1,1,1,1,1
Ses01M_impro07,m,e,7,2.5,5,6,5,7,1,2,1,1,1,1,7,5,6,5,7,1,1,1,1,1
Ses01M_impro07,m,a,7,5.5,5.5,5,5.5,5.5,1,1,1,1,1,1,5.5,5.5,5,5.5,5.5,1,1,1,1,1
Ses01M_impro07,m,n,2.5,2.5,2,3,3,2.5,2,2,2,2,2,2,2.5,2.5,3,3,2.5,2,2,2,2,2
Ses01M_script1_1,f,o,3,2.5,2.5,3,3,3,2,2,2,2,2,2,3,2.5,3,3,3,2,2,2,2,2
Ses01M_script1_1,f,c,4,2.5,2.5,3.5,5.5,4.5,2,2,2,2,1,1,4,2.5,2.5,3.5,4.5,2,2,2,2,1
Ses01M_script1_1,f,e,4,5.5,5.5,5,4,6.5,2,1,1,1,2,1,4,5.5,5.5,5,4,2,1,1,1,2
Ses01M_script1_1,f,a,3,1,2,2.5,3,1.5,2,2,2,2,2,2,3,2,2.5,3,1.5,2,2,2,2,2
Ses01M_script1_1,f,n,5,7,6,5,5,6.5,1,1,1,1,1,1,5,6,5,5,6.5,1,1,1,1,1
Ses01M_script1_1,m,o,3,5,4,4,4,6,2,1,2,2,2,1,3,5,4,4,4,2,1,2,2,2
Ses01M_script1_1,m,c,6,4,6,4,5.5,3.5,1,2,1,2,1,2,6,4,6,4,5.5,1,2,1,2,1
Ses01M_script1_1,m,e,3,5.5,2.5,3.5,4,4.5,2,1,2,2,2,2,3,2.5,3.5,4,4.5,2,2,2,2,2
Ses01M_script1_1,m,a,5.5,1.5,6,5,5,1.5,1,2,1,1,1,2,5.5,6,5,5,1.5,1,1,1,1,2
Ses01M_script1_1,m,n,2.5,6.5,2.5,3.5,3,6,2,1,2,2,2,1,2.5,2.5,3.5,3,6,2,2,2,2,1
Ses01M_script1_2,f,o,4,4,2.5,5,3,3,2,2,2,1,2,2,4,4,2.5,3,3,2,2,2,2,2
Ses01M_script1_2,f,c,4,4,3.5,4,3.5,3,2,2,2,2,2,2,4,4,3.5,4,3.5,2,2,2,2,2
Ses01M_script1_2,f,e,4.5,5,4,5.5,6,6,2,1,2,1,1,1,4.5,5,5.5,6,6,2,1,1,1,1
Ses01M_script1_2,f,a,2.5,3,2,2,1.5,1.5,2,2,2,2,2,2,2.5,2,2,1.5,1.5,2,2,2,2,2
Ses01M_script1_2,f,n,6.5,5,6,6,6.5,7,1,1,1,1,1,1,6.5,6,6,6.5,7,1,1,1,1,1
Ses01M_script1_2,m,o,4,4,5.5,2.5,4.5,6,2,2,1,2,1,1,4,4,5.5,4.5,6,2,2,1,1,1
Ses01M_script1_2,m,c,5,6,5,5.5,5,5,1,1,1,1,1,1,5,5,5.5,5,5,1,1,1,1,1
Ses01M_script1_2,m,e,5,2.5,2,3.5,5,2.5,1,2,2,2,1,2,2.5,2,3.5,5,2.5,2,2,2,1,2
Ses01M_script1_2,m,a,5,5.5,6.5,2,5.5,3,1,1,1,2,1,2,5,5.5,6.5,5.5,3,1,1,1,1,2
Ses01M_script1_2,m,n,2,2.5,2.5,6,5.5,5,2,2,2,1,1,1,2,2.5,2.5,5.5,5,2,2,2,1,1
Ses01M_script1_3,f,o,3,4,6,3.5,4.5,4.5,2,2,1,2,1,1,3,4,3.5,4.5,4.5,2,2,2,1,1
Ses01M_script1_3,f,c,6,5.5,6,6,6,6.5,1,1,1,1,1,1,6,6,6,6,6.5,1,1,1,1,1
Ses01M_script1_3,f,e,2,3.5,6,3,5.5,5.5,2,2,1,2,1,1,3.5,6,3,5.5,5.5,2,1,2,1,1
Ses01M_script1_3,f,a,5.5,5.5,6.5,6,3,6,1,1,1,1,2,1,5.5,5.5,6.5,6,6,1,1,1,1,1
Ses01M_script1_3,f,n,2,3,3,3,2,6,2,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2
Ses01M_script1_3,m,o,2,3,6,3.5,3.5,6,2,2,1,2,2,1,3,6,3.5,3.5,6,2,1,2,2,1
Ses01M_script1_3,m,c,6,6,6,4,4.5,6,1,1,1,2,1,1,6,6,6,4.5,6,1,1,1,1,1
Ses01M_script1_3,m,e,1,2,6.5,5,5,6,2,2,1,1,1,1,2,6.5,5,5,6,2,1,1,1,1
Ses01M_script1_3,m,a,6,5.5,6,5.5,6,6.5,1,1,1,1,1,1,6,5.5,6,5.5,6,1,1,1,1,1
Ses01M_script1_3,m,n,1.5,5,2.5,5,5.5,6,2,1,2,1,1,1,5,2.5,5,5.5,6,1,2,1,1,1
Ses01M_script2_1,f,o,5,5,3,2,1.5,4.5,1,1,2,2,2,1,5,5,3,2,4.5,1,1,2,2,1
Ses01M_script2_1,f,c,3,5,4,6,5.5,3,2,1,2,1,1,2,3,5,4,5.5,3,2,1,2,1,2
Ses01M_script2_1,f,e,3.5,2.5,4,2,4,6.5,2,2,2,2,2,1,3.5,2.5,4,2,4,2,2,2,2,2
Ses01M_script2_1,f,a,2.5,2.5,3,2,2,1.5,2,2,2,2,2,2,2.5,2.5,2,2,1.5,2,2,2,2,2
Ses01M_script2_1,f,n,5,5,5,2,6,7,1,1,1,2,1,1,5,5,5,6,7,1,1,1,1,1
Ses01M_script2_1,m,o,5.5,5,5,5,5,4,1,1,1,1,1,2,5.5,5,5,5,5,1,1,1,1,1
Ses01M_script2_1,m,c,6,2,5,1,3.5,3,1,2,1,2,2,2,2,5,1,3.5,3,2,1,2,2,2
Ses01M_script2_1,m,e,3,6,5,6,6,6.5,2,1,1,1,1,1,6,5,6,6,6.5,1,1,1,1,1
Ses01M_script2_1,m,a,6,3,5,6,6,1.5,1,2,1,1,1,2,6,3,5,6,6,1,2,1,1,1
Ses01M_script2_1,m,n,2,6,3,7,5,3,2,1,2,1,1,2,2,6,3,5,3,2,1,2,1,2
Ses01M_script2_2,f,o,2,6,5.5,5,3,3,2,1,1,1,2,2,6,5.5,5,3,3,1,1,1,2,2
Ses01M_script2_2,f,c,4.5,2.5,5.5,5.5,4.5,3,1,2,1,1,1,2,4.5,5.5,5.5,4.5,3,1,1,1,1,2
Ses01M_script2_2,f,e,3.5,5,4,4,3,4,2,1,2,2,2,2,3.5,4,4,3,4,2,2,2,2,2
Ses01M_script2_2,f,a,2.5,2.5,5,6,2,3,2,2,1,1,2,2,2.5,2.5,5,2,3,2,2,1,2,2
Ses01M_script2_2,f,n,5,6,3,2.5,5.5,6,1,1,2,2,1,1,5,6,3,5.5,6,1,1,2,1,1
Ses01M_script2_2,m,o,4,3,4.5,3,5,4,2,2,1,2,1,2,4,3,4.5,3,4,2,2,1,2,2
Ses01M_script2_2,m,c,3.5,3,3.5,6.5,5,5,2,2,2,1,1,1,3.5,3,3.5,5,5,2,2,2,1,1
Ses01M_script2_2,m,e,6,5.5,5.5,2.5,5.5,3,1,1,1,2,1,2,6,5.5,5.5,5.5,3,1,1,1,1,2
Ses01M_script2_2,m,a,5.5,2.5,2.5,6,3,5,1,2,2,1,2,1,5.5,2.5,2.5,3,5,1,2,2,2,1
Ses01M_script2_2,m,n,5,6.5,5,1,2.5,3,1,1,1,2,2,2,5,6.5,5,2.5,3,1,1,1,2,2
Ses01M_script3_1,f,o,5.5,7,6,6.5,6,3,1,1,1,1,1,2,5.5,7,6,6.5,6,1,1,1,1,1
Ses01M_script3_1,f,c,3,6.5,3,6,5.5,5,2,1,2,1,1,1,6.5,3,6,5.5,5,1,2,1,1,1
Ses01M_script3_1,f,e,6,7,6.5,6,6,2.5,1,1,1,1,1,2,6,7,6.5,6,6,1,1,1,1,1
Ses01M_script3_1,f,a,3.5,7,5.5,5.5,5.5,5,2,1,1,1,1,1,7,5.5,5.5,5.5,5,1,1,1,1,1
Ses01M_script3_1,f,n,6,1.5,5.5,2.5,3,6.5,1,2,1,2,2,1,6,5.5,2.5,3,6.5,1,1,2,2,1
Ses01M_script3_1,m,o,6,6,6,6.5,6,5,1,1,1,1,1,1,6,6,6,6.5,6,1,1,1,1,1
Ses01M_script3_1,m,c,4.5,6,4.5,5.5,6,5.5,1,1,1,1,1,1,6,4.5,5.5,6,5.5,1,1,1,1,1
Ses01M_script3_1,m,e,6,7,6,6,6,2.5,1,1,1,1,1,2,6,7,6,6,6,1,1,1,1,1
Ses01M_script3_1,m,a,5.5,5.5,5.5,5.5,5.5,6,1,1,1,1,1,1,5.5,5.5,5.5,5.5,5.5,1,1,1,1,1
Ses01M_script3_1,m,n,5,1.5,2,2.5,3,5.5,1,2,2,2,2,1,5,1.5,2,2.5,3,1,2,2,2,2
Ses01M_script3_2,f,o,6,3.5,3,6,7,6,1,2,2,1,1,1,6,3.5,6,7,6,1,2,1,1,1
Ses01M_script3_2,f,c,5,2.5,3,5,2,5.5,1,2,2,1,2,1,5,2.5,3,5,5.5,1,2,2,1,1
Ses01M_script3_2,f,e,6.5,5,5.5,7,5.5,5.5,1,1,1,1,1,1,6.5,5,5.5,5.5,5.5,1,1,1,1,1
Ses01M_script3_2,f,a,1,2.5,2.5,5.5,1,1.5,2,2,2,1,2,2,1,2.5,2.5,1,1.5,2,2,2,2,2
Ses01M_script3_2,f,n,6.5,5,6,2,5,6,1,1,1,2,1,1,6.5,5,6,5,6,1,1,1,1,1
Ses01M_script3_2,m,o,4,3.5,4,5,2,5.5,2,2,2,1,2,1,4,3.5,4,5,5.5,2,2,2,1,1
Ses01M_script3_2,m,c,3,4,3,3,3,5.5,2,2,2,2,2,1,3,4,3,3,3,2,2,2,2,2
Ses01M_script3_2,m,e,4,5,5,6,5,5,2,1,1,1,1,1,5,5,6,5,5,1,1,1,1,1
Ses01M_script3_2,m,a,2,2,3,3,2.5,2.5,2,2,2,2,2,2,2,3,3,2.5,2.5,2,2,2,2,2
Ses01M_script3_2,m,n,6.5,5,5.5,5,6,4,1,1,1,1,1,2,6.5,5,5.5,5,6,1,1,1,1,1
Ses02F_impro01,f,o,3,5.5,5,4,3,2,2,1,1,2,2,2,3,5,4,3,2,2,1,2,2,2
Ses02F_impro01,f,c,3,2.5,2,3,2,1.5,2,2,2,2,2,2,3,2.5,2,3,2,2,2,2,2,2
Ses02F_impro01,f,e,5,6.5,5.5,6,5,4.5,1,1,1,1,1,2,5,5.5,6,5,4.5,1,1,1,1,2
Ses02F_impro01,f,a,3,1.5,2,3,2.5,1,2,2,2,2,2,2,3,1.5,2,3,2.5,2,2,2,2,2
Ses02F_impro01,f,n,6,7,6,6,6,7,1,1,1,1,1,1,6,6,6,6,7,1,1,1,1,1
Ses02F_impro01,m,o,4,3,5.5,2.5,5,2,2,2,1,2,1,2,4,3,2.5,5,2,2,2,2,1,2
Ses02F_impro01,m,c,5,6,6,6,5.5,6,1,1,1,1,1,1,6,6,6,5.5,6,1,1,1,1,1
Ses02F_impro01,m,e,6,5.5,5.5,2.5,5,2.5,1,1,1,2,1,2,6,5.5,5.5,5,2.5,1,1,1,1,2
Ses02F_impro01,m,a,1.5,5.5,6,4,2.5,2.5,2,1,1,2,2,2,1.5,5.5,4,2.5,2.5,2,1,2,2,2
Ses02F_impro01,m,n,2,1.5,2,2,2,2.5,2,2,2,2,2,2,2,2,2,2,2.5,2,2,2,2,2
Ses02F_impro02,f,o,6.5,6,2.5,4,6,1,1,1,2,2,1,2,6.5,6,2.5,4,6,1,1,2,2,1
Ses02F_impro02,f,c,7,6.5,3,6,6,2.5,1,1,2,1,1,2,7,6.5,3,6,6,1,1,2,1,1
Ses02F_impro02,f,e,1.5,2.5,5.5,2.5,3,1,2,2,1,2,2,2,1.5,2.5,2.5,3,1,2,2,2,2,2
Ses02F_impro02,f,a,5.5,6,6,5,6.5,3,1,1,1,1,1,2,5.5,6,6,5,6.5,1,1,1,1,1
Ses02F_impro02,f,n,2,2,6.5,3,2.5,7,2,2,1,2,2,1,2,2,6.5,3,2.5,2,2,1,2,2
Ses02F_impro02,m,o,4,3,4,3,2,2.5,2,2,2,2,2,2,4,3,4,3,2.5,2,2,2,2,2
Ses02F_impro02,m,c,6,2,2,4.5,2,5.5,1,2,2,1,2,1,2,2,4.5,2,5.5,2,2,1,2,1
Ses02F_impro02,m,e,1.5,6,5,2.5,5,2,2,1,1,2,1,2,1.5,5,2.5,5,2,2,1,2,1,2
Ses02F_impro02,m,a,6,2.5,6,5,3,6,1,2,1,1,2,1,6,6,5,3,6,1,1,1,2,1
Ses02F_impro02,m,n,2,6,6,3,6,2.5,2,1,1,2,1,2,6,6,3,6,2.5,1,1,2,1,2
Ses02F_impro03,f,o,6,6.5,6,6.5,6,7,1,1,1,1,1,1,6,6.5,6,6.5,6,1,1,1,1,1
Ses02F_impro03,f,c,6,6,3,2,6,1.5,1,1,2,2,1,2,6,6,3,2,6,1,1,2,2,1
Ses02F_impro03,f,e,6.5,7,7,6.5,7,6.5,1,1,1,1,1,1,7,7,6.5,7,6.5,1,1,1,1,1
Ses02F_impro03,f,a,6,5.5,6.5,5.5,6.5,6,1,1,1,1,1,1,6,6.5,5.5,6.5,6,1,1,1,1,1
Ses02F_impro03,f,n,2,2,5.5,6,5,3.5,2,2,1,1,1,2,2,5.5,6,5,3.5,2,1,1,1,2
Ses02F_impro03,m,o,6,5,5,3,6,6,1,1,1,2,1,1,6,5,5,6,6,1,1,1,1,1
Ses02F_impro03,m,c,6,6,6,6,5,6,1,1,1,1,1,1,6,6,6,6,6,1,1,1,1,1
Ses02F_impro03,m,e,6,5.5,5,3,6,5.5,1,1,1,2,1,1,6,5.5,5,6,5.5,1,1,1,1,1
Ses02F_impro03,m,a,6,5.5,6.5,6,6.5,6.5,1,1,1,1,1,1,6,6.5,6,6.5,6.5,1,1,1,1,1
Ses02F_impro03,m,n,2,2,2,2,1.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Ses02F_impro04,f,o,2,3,3,5,2,2,2,2,2,1,2,2,2,3,3,2,2,2,2,2,2,2
Ses02F_impro04,f,c,2,2,4,5,2,1.5,2,2,2,1,2,2,2,2,4,2,1.5,2,2,2,2,2
Ses02F_impro04,f,e,5,4.5,2.5,2.5,6,2.5,1,2,2,2,1,2,5,4.5,2.5,2.5,2.5,1,2,2,2,2
Ses02F_impro04,f,a,3,2.5,3,5,2.5,2.5,2,2,2,1,2,2,3,2.5,3,2.5,2.5,2,2,2,2,2
Ses02F_impro04,f,n,5.5,6,5,5,7,7,1,1,1,1,1,1,5.5,6,5,5,7,1,1,1,1,1
Ses02F_impro04,m,o,5,5.5,5,5,6,3,1,1,1,1,1,2,5,5.5,5,5,6,1,1,1,1,1
Ses02F_impro04,m,c,6,4,5,6,6,6,1,2,1,1,1,1,6,5,6,6,6,1,1,1,1,1
Ses02F_impro04,m,e,6,5.5,2.5,5.5,5,3,1,1,2,1,1,2,6,5.5,5.5,5,3,1,1,1,1,2
Ses02F_impro04,m,a,5.5,5.5,5.5,7,7,6.5,1,1,1,1,1,1,5.5,5.5,5.5,7,6.5,1,1,1,1,1
Ses02F_impro04,m,n,2,2,3,2,1,1.5,2,2,2,2,2,2,2,2,2,1,1.5,2,2,2,2,2
Ses02F_impro05,f,o,4,3,3,4.5,3,2.5,2,2,2,1,2,2,4,3,3,3,2.5,2,2,2,2,2
Ses02F_impro05,f,c,4,3,3,2,3,1.5,2,2,2,2,2,2,3,3,2,3,1.5,2,2,2,2,2
Ses02F_impro05,f,e,7,4,6,4,5,5,1,2,1,2,1,1,4,6,4,5,5,2,1,2,1,1
Ses02F_impro05,f,a,1.5,3,2.5,2,2,1.5,2,2,2,2,2,2,1.5,2.5,2,2,1.5,2,2,2,2,2
Ses02F_impro05,f,n,7,5,6,7,6,7,1,1,1,1,1,1,7,6,7,6,7,1,1,1,1,1
Ses02F_impro05,m,o,2,3,5,3,3,3,2,2,1,2,2,2,2,3,3,3,3,2,2,2,2,2
Ses02F_impro05,m,c,5,5,5,6,4,7,1,1,1,1,2,1,5,5,5,6,4,1,1,1,1,2
Ses02F_impro05,m,e,4.5,2.5,2.5,2.5,2,2.5,2,2,2,2,2,2,2.5,2.5,2.5,2,2.5,2,2,2,2,2
Ses02F_impro05,m,a,6.5,5.5,6,5.5,3,6,1,1,1,1,2,1,6.5,5.5,6,5.5,6,1,1,1,1,1
Ses02F_impro05,m,n,1,3,1.5,2,3,1.5,2,2,2,2,2,2,3,1.5,2,3,1.5,2,2,2,2,2
Ses02F_impro06,f,o,4,4,4,4,2.5,3,2,2,2,2,2,2,4,4,4,4,3,2,2,2,2,2
Ses02F_impro06,f,c,6,4.5,5.5,3,5.5,3,1,1,1,2,1,2,6,4.5,5.5,5.5,3,1,1,1,1,2
Ses02F_impro06,f,e,2,2,3,3,1,5,2,2,2,2,2,1,2,2,3,3,1,2,2,2,2,2
Ses02F_impro06,f,a,6.5,5.5,5.5,5.5,6,5,1,1,1,1,1,1,5.5,5.5,5.5,6,5,1,1,1,1,1
Ses02F_impro06,f,n,6,5.5,5,6,2.5,6,1,1,1,1,2,1,6,5.5,5,6,6,1,1,1,1,1
Ses02F_impro06,m,o,4,2.5,3,3.5,1.5,6,2,2,2,2,2,1,4,2.5,3,3.5,1.5,2,2,2,2,2
Ses02F_impro06,m,c,6,5.5,5.5,6,6,6,1,1,1,1,1,1,6,5.5,6,6,6,1,1,1,1,1
Ses02F_impro06,m,e,2,2,2.5,3,1,3,2,2,2,2,2,2,2,2,2.5,3,3,2,2,2,2,2
Ses02F_impro06,m,a,5.5,6,5.5,6.5,6,7,1,1,1,1,1,1,5.5,6,5.5,6.5,6,1,1,1,1,1
Ses02F_impro06,m,n,2,1.5,3,1.5,2,2,2,2,2,2,2,2,2,1.5,1.5,2,2,2,2,2,2,2
Ses02F_impro07,f,o,7,6.5,6.5,7,5,7,1,1,1,1,1,1,7,6.5,6.5,7,7,1,1,1,1,1
Ses02F_impro07,f,c,6,6,3,6,5,1.5,1,1,2,1,1,2,6,6,3,6,5,1,1,2,1,1
Ses02F_impro07,f,e,7,6.5,7,7,5,6,1,1,1,1,1,1,7,6.5,7,7,6,1,1,1,1,1
Ses02F_impro07,f,a,6.5,6,6,6.5,5,5.5,1,1,1,1,1,1,6.5,6,6,6.5,5.5,1,1,1,1,1
Ses02F_impro07,f,n,2.5,2,5,1.5,5,6,2,2,1,2,1,1,2.5,2,5,1.5,5,2,2,1,2,1
Ses02F_impro07,m,o,6,6,6,5,5,3,1,1,1,1,1,2,6,6,6,5,5,1,1,1,1,1
Ses02F_impro07,m,c,5,6,3,5,5,6,1,1,2,1,1,1,5,6,5,5,6,1,1,1,1,1
Ses02F_impro07,m,e,6,7,5.5,6,3,2.5,1,1,1,1,2,2,6,7,5.5,6,3,1,1,1,1,2
Ses02F_impro07,m,a,6,6,5.5,6.5,5,7,1,1,1,1,1,1,6,6,5.5,6.5,7,1,1,1,1,1
Ses02F_impro07,m,n,2,2,5,2,3,1,2,2,1,2,2,2,2,2,2,3,1,2,2,2,2,2
Ses02F_impro08,f,o,5,5,5.5,5.5,6,6,1,1,1,1,1,1,5,5.5,5.5,6,6,1,1,1,1,1
Ses02F_impro08,f,c,6,7,6,5,6,7,1,1,1,1,1,1,6,7,6,6,7,1,1,1,1,1
Ses02F_impro08,f,e,5.5,6,7,5.5,6,5,1,1,1,1,1,1,5.5,6,5.5,6,5,1,1,1,1,1
Ses02F_impro08,f,a,6,7,6.5,6,6,7,1,1,1,1,1,1,6,6.5,6,6,7,1,1,1,1,1
Ses02F_impro08,f,n,2,1,2,3,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2
Ses02F_impro08,m,o,3,3,6,5,6,3,2,2,1,1,1,2,3,3,5,6,3,2,2,1,1,2
Ses02F_impro08,m,c,3,2,6,7,6,3,2,2,1,1,1,2,3,6,7,6,3,2,1,1,1,2
Ses02F_impro08,m,e,4,6,3,2.5,2,6,2,1,2,2,2,1,4,3,2.5,2,6,2,2,2,2,1
Ses02F_impro08,m,a,3,3,5,5.5,6,3,2,2,1,1,1,2,3,3,5,5.5,3,2,2,1,1,2
Ses02F_impro08,m,n,5,5,3,1.5,2,5,1,1,2,2,2,1,5,5,3,2,5,1,1,2,2,1
Ses02F_script01_1,f,o,2.5,4,2,3,5.5,6,2,2,2,2,1,1,2.5,4,2,3,5.5,2,2,2,2,1
Ses02F_script01_1,f,c,5,5.5,5.5,4,3,5,1,1,1,2,2,1,5,5.5,5.5,4,5,1,1,1,2,1
Ses02F_script01_1,f,e,2.5,5.5,2,4,5.5,3,2,1,2,2,1,2,2.5,2,4,5.5,3,2,2,2,1,2
Ses02F_script01_1,f,a,5.5,2,2.5,3,3,6,1,2,2,2,2,1,5.5,2,2.5,3,3,1,2,2,2,2
Ses02F_script01_1,f,n,5,6.5,5,5,5,3,1,1,1,1,1,2,5,6.5,5,5,5,1,1,1,1,1
Ses02F_script01_1,m,o,2.5,4,6,5,2,5,2,2,1,1,2,1,2.5,4,6,5,5,2,2,1,1,1
Ses02F_script01_1,m,c,6,2.5,6,4,5,6,1,2,1,2,1,1,6,6,4,5,6,1,1,2,1,1
Ses02F_script01_1,m,e,5,6.5,6,3,5,6,1,1,1,2,1,1,5,6.5,6,5,6,1,1,1,1,1
Ses02F_script01_1,m,a,2,1.5,6,3,1.5,3,2,2,1,2,2,2,2,1.5,3,1.5,3,2,2,2,2,2
Ses02F_script01_1,m,n,2,6,2,5,5.5,2.5,2,1,2,1,1,2,2,2,5,5.5,2.5,2,2,1,1,2
Ses02F_script01_2,f,o,2,2.5,2,2,2.5,3,2,2,2,2,2,2,2,2.5,2,2,2.5,2,2,2,2,2
Ses02F_script01_2,f,c,2,1.5,3,2,4,1.5,2,2,2,2,2,2,2,1.5,3,2,1.5,2,2,2,2,2
Ses02F_script01_2,f,e,6,5,6.5,6,3,4.5,1,1,1,1,2,2,6,5,6.5,6,4.5,1,1,1,1,2
Ses02F_script01_2,f,a,2.5,1,1.5,1.5,2,1.5,2,2,2,2,2,2,1,1.5,1.5,2,1.5,2,2,2,2,2
Ses02F_script01_2,f,n,7,6,7,6,6,7,1,1,1,1,1,1,6,7,6,6,7,1,1,1,1,1
Ses02F_script01_2,m,o,4,2,6,5,4,4,2,2,1,1,2,2,4,6,5,4,4,2,1,1,2,2
Ses02F_script01_2,m,c,6,2.5,6,6,4,6,1,2,1,1,2,1,6,6,6,4,6,1,1,1,2,1
Ses02F_script01_2,m,e,5.5,4.5,2.5,6,3,2,1,2,2,1,2,2,5.5,4.5,2.5,3,2,1,2,2,2,2
Ses02F_script01_2,m,a,5.5,2,6,6,3,6,1,2,1,1,2,1,5.5,6,6,3,6,1,1,1,2,1
Ses02F_script01_2,m,n,2,6,1,2,5,3,2,1,2,2,1,2,2,1,2,5,3,2,2,2,1,2
Ses02F_script01_3,f,o,5,6,4,3.5,5,2.5,1,1,2,2,1,2,5,6,4,3.5,5,1,1,2,2,1
Ses02F_script01_3,f,c,5.5,5.5,6,6,3,6,1,1,1,1,2,1,5.5,5.5,6,6,6,1,1,1,1,1
Ses02F_script01_3,f,e,6,6,5.5,2.5,6,1.5,1,1,1,2,1,2,6,6,5.5,2.5,6,1,1,1,2,1
Ses02F_script01_3,f,a,6,6,5.5,6,5.5,6,1,1,1,1,1,1,6,6,6,5.5,6,1,1,1,1,1
Ses02F_script01_3,f,n,2.5,3,2,2.5,5,2,2,2,2,2,1,2,2.5,3,2,2.5,2,2,2,2,2,2
Ses02F_script01_3,m,o,2,6,6,5.5,2.5,3,2,1,1,1,2,2,6,6,5.5,2.5,3,1,1,1,2,2
Ses02F_script01_3,m,c,3,6,6,6,6,4,2,1,1,1,1,2,6,6,6,6,4,1,1,1,1,2
Ses02F_script01_3,m,e,6,5,6,4,3,2,1,1,1,2,2,2,6,5,6,4,3,1,1,1,2,2
Ses02F_script01_3,m,a,5.5,5.5,6,6.5,6,2,1,1,1,1,1,2,5.5,5.5,6,6.5,6,1,1,1,1,1
Ses02F_script01_3,m,n,5,1.5,2,3,2.5,5.5,1,2,2,2,2,1,5,1.5,2,3,2.5,1,2,2,2,2
Ses02F_script02_1,f,o,1,4,2,3,2,1,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2
Ses02F_script02_1,f,c,4,4,5,3,3,3,2,2,1,2,2,2,4,4,3,3,3,2,2,2,2,2
Ses02F_script02_1,f,e,2.5,2.5,3,2.5,2.5,1,2,2,2,2,2,2,2.5,2.5,3,2.5,2.5,2,2,2,2,2
Ses02F_script02_1,f,a,1.5,1,3,3,2,1.5,2,2,2,2,2,2,1.5,3,3,2,1.5,2,2,2,2,2
Ses02F_script02_1,f,n,6,7,2,6,6,5.5,1,1,2,1,1,1,6,7,6,6,5.5,1,1,1,1,1
Ses02F_script02_1,m,o,7,4.5,7,5,7,6.5,1,1,1,1,1,1,7,7,5,7,6.5,1,1,1,1,1
Ses02F_script02_1,m,c,4,5.5,5,3,5,3,2,1,1,2,1,2,4,5,3,5,3,2,1,2,1,2
Ses02F_script02_1,m,e,6.5,6.5,6,5,7,6,1,1,1,1,1,1,6.5,6.5,6,7,6,1,1,1,1,1
Ses02F_script02_1,m,a,5.5,5.5,6,3,6.5,6,1,1,1,2,1,1,5.5,5.5,6,6.5,6,1,1,1,1,1
Ses02F_script02_1,m,n,2,1,5,5,1.5,5.5,2,2,1,1,2,1,2,5,5,1.5,5.5,2,1,1,2,1
Ses02F_script02_2,f,o,3,1.5,2.5,2,3,1.5,2,2,2,2,2,2,1.5,2.5,2,3,1.5,2,2,2,2,2
Ses02F_script02_2,f,c,3,3,2,5,3,2,2,2,2,1,2,2,3,3,2,3,2,2,2,2,2,2
Ses02F_script02_2,f,e,3,6,4.5,6,3,4,2,1,2,1,2,2,3,4.5,6,3,4,2,2,1,2,2
Ses02F_script02_2,f,a,2.5,2,1.5,1.5,2,1.5,2,2,2,2,2,2,2,1.5,1.5,2,1.5,2,2,2,2,2
Ses02F_script02_2,f,n,6,5.5,7,6,6,6,1,1,1,1,1,1,6,5.5,6,6,6,1,1,1,1,1
Ses02F_script02_2,m,o,5,7,2,7,5,2.5,1,1,2,1,1,2,5,7,7,5,2.5,1,1,1,1,2
Ses02F_script02_2,m,c,3,5,2,3,3,6,2,1,2,2,2,1,3,5,2,3,3,2,1,2,2,2
Ses02F_script02_2,m,e,4,6,4,6,5,2.5,2,1,2,1,1,2,4,6,4,6,5,2,1,2,1,1
Ses02F_script02_2,m,a,3,5,2,6.5,3,6.5,2,1,2,1,2,1,3,5,6.5,3,6.5,2,1,1,2,1
Ses02F_script02_2,m,n,5,2.5,5.5,2,5,2,1,2,1,2,1,2,5,2.5,2,5,2,1,2,2,1,2
Ses02F_script03_1,f,o,6,5.5,5,5.5,6,6.5,1,1,1,1,1,1,6,5.5,5.5,6,6.5,1,1,1,1,1
Ses02F_script03_1,f,c,6,5,5,5,3,2.5,1,1,1,1,2,2,6,5,5,5,3,1,1,1,1,2
Ses02F_script03_1,f,e,6,6,4,5.5,6,5.5,1,1,2,1,1,1,6,6,5.5,6,5.5,1,1,1,1,1
Ses02F_script03_1,f,a,6,6,5,6,6.5,5.5,1,1,1,1,1,1,6,6,6,6.5,5.5,1,1,1,1,1
Ses02F_script03_1,f,n,6,2.5,3,2.5,3,5,1,2,2,2,2,1,2.5,3,2.5,3,5,2,2,2,2,1
Ses02F_script03_1,m,o,6,7,3,5.5,7,2.5,1,1,2,1,1,2,6,7,3,5.5,7,1,1,2,1,1
Ses02F_script03_1,m,c,6,5,5,6,5,5.5,1,1,1,1,1,1,5,5,6,5,5.5,1,1,1,1,1
